name,releaseDate,copiesSold,price,revenue,avgPlaytime,reviewScore,publisherClass,publishers,developers,steamId
coin factory,2024-06-21,5722,4.99,25657.0,5.457562492504714,84,indie,lino rabolini,lino rabolini,2992500
el dorado: the golden city builder,2024-06-17,1832,17.99,25637.0,3.0580108439931446,66,indie,"gameparic,games incubator","hobo bunch,gameparic",1451470
戦国ブシドー〜大野望の巻〜,2024-07-16,6549,0.0,25618.0,3.397036159430714,50,indie,©︎ kaiser (overseas) limited,©︎ kaiser (overseas) limited,3038820
oji-mama/憧れのガチムチおじさんがボクだけのドスケベママになっちゃった❤,2024-05-23,1138,25.0,25605.0,1.589665166121501,100,indie,sksk団,sksk団,2725330
scorchlands,2024-07-25,2935,11.99,25601.0,4.906361017315902,95,indie,star drifters,ringlab,1090100
amazing grace -what color is your attribute?-,2024-04-25,1092,34.99,25577.0,12.860570848587352,94,indie,shiravune,cabbage soft,2553910
beat slayer,2024-04-04,1653,19.99,25573.0,4.566483504479899,95,indie,"byterockers' games,paras games",byterockers' games,2089830
reigns: three kingdoms,2024-01-11,11023,2.99,25568.0,9.394821914426831,52,aa,devolver digital,nerial,2437040
orrstead,2024-03-06,2404,12.99,25518.0,4.8784450445901175,85,indie,individualkex,individualkex,693940
just another night shift,2024-03-28,4927,6.99,25488.0,3.699649889980997,93,indie,rantakoira,"rantakoira,finngames",2331130
worm nest plague,2024-07-16,4051,6.99,25484.0,5.962315535452199,93,indie,st hot dog king,st hot dog king,2666590
tramcity hakodate,2024-01-04,1888,14.99,25471.0,2.946587843328908,100,indie,tramworks,tramworks,2614000
maouisho:~ la dolce vita with another world's demon lord~,2024-08-09,1238,24.99,25454.0,2.566796088307798,91,indie,072 project,ボウサバg,2602770
kamla,2024-05-07,4750,7.99,25205.0,3.201889765586553,93,indie,mad-mantra games,mad-mantra games,2585270
midnight ramen,2024-07-23,2575,11.99,25107.0,3.010670659560389,99,indie,cointinue games,cointinue games,2543030
haruka ao no hanayome ni,2024-08-09,1235,29.99,25078.0,6.674226319823847,99,indie,hikari field,lump of sugar,2947230
sherwood extreme,2024-04-29,1589,19.99,25077.0,3.596430164747675,78,indie,cage studios,cage studios,1340180
escape from boykisser,2024-02-10,26650,1.99,25071.0,1.5818382138488385,84,indie,akhsotoen,akhsotoen,2708280
game store simulator,2024-08-20,6470,4.99,25070.0,4.17682057665008,84,indie,pex entertainment,pex entertainment,2598930
sex universe [18+],2024-05-11,4485,9.99,25061.0,1.3838816447480855,72,indie,octo games,octo games,2888360
destiny online,2024-03-30,3047,0.0,24986.0,128.7942781499453,82,indie,destiny10.com,destiny10.com,2841010
"girls on campus, from freshmen to faculty, all fall for me!",2024-08-15,5650,6.99,24952.0,8.789299939559351,89,indie,"girls on campus, from freshmen to faculty, all fall for me!","girls on campus, from freshmen to faculty, all fall for me!",3029990
strayed,2024-04-19,1512,19.99,24912.0,21.136065774131144,77,indie,crustacean interactive,crustacean interactive,2359470
uboat: the silent wolf vr,2024-06-19,1499,19.99,24828.0,2.313831093937943,67,indie,titan gamez,titan gamez,1455390
hatsune miku - the planet of wonder and fragments of wishes,2024-04-21,1121,29.99,24809.0,2.202186541138209,66,indie,komodo,crypton future media,2477920
dawnsbury days,2024-03-08,5954,4.99,24711.0,5.791491841946118,98,indie,dawnsbury studios,dawnsbury studios,2693730
isabella: chasing shadows,2024-06-21,2663,11.99,24675.0,2.593236273079848,92,indie,badtimetales,badtimetales,2703180
crops!,2024-07-17,3684,7.99,24620.0,3.474930930601481,89,indie,bocary studios,bocary studios,3057760
skelethrone: the chronicles of ericona,2024-08-07,2106,14.99,24562.0,7.958073901311823,83,indie,valkyrie initiative,70`strike,2139840
stellar orphans,2024-03-25,1926,19.99,24519.0,13.103214310311111,75,indie,artifex parvus,artifex parvus,1844130
rumble club,2024-04-23,33980,0.0,24402.0,9.2343461987409,75,indie,mad mushroom,"lightfox games, inc.",2639810
acolyte of the altar,2024-03-25,1540,19.99,24374.0,4.564088681505565,74,indie,black kite games,black kite games,2288880
it was a human.,2024-07-26,5919,4.99,24206.0,1.635386691608368,79,indie,gamer plan,loser/s,2484160
camp canyonwood,2024-02-26,1890,19.99,24136.0,7.230023662650743,66,indie,graffiti games,deli interactive llc,1374170
ashes of the union,2024-07-23,2062,12.99,24106.0,6.128064856128352,82,indie,700 games studio,700 games studio,3091390
scp: descent,2024-03-20,4272,6.99,24090.0,1.3734348998612604,58,indie,pixel drip games,pixel drip games,2757220
one btn bosses,2024-08-06,2454,11.99,24086.0,2.771675621037209,89,indie,"midnight munchies,outersloth",midnight munchies,1910600
the world of gangs,2024-04-16,3344,7.99,23966.0,1.6007193284361896,56,indie,playmeow,cosemen gaming,1925040
mareld,2024-05-02,4229,6.99,23913.0,7.149109966051024,93,indie,renka,renka,2336580
boldly forward,2024-02-07,7022,3.99,23873.0,15.315030346177886,47,indie,smallmill,smallmill,2758280
tv studio story,2024-03-06,3189,8.99,23794.0,7.569713766047223,93,indie,"kairosoft co.,ltd","kairosoft co.,ltd",2732020
naribikimura,2024-08-16,2313,12.99,23719.0,1.7685553438239612,82,indie,dorsalfin studio,dorsalfin studio,2693860
kanna maze,2024-05-15,8150,3.99,23718.0,3.6680798219231856,89,indie,致意,致意,2876250
mori carta,2024-03-25,1627,14.99,23628.0,11.214485432444643,71,indie,nevergreen games,nevergreen games,1570830
machick,2024-03-22,3991,6.99,23624.0,4.499842553564392,91,indie,no serious games,no serious games,2811200
dünnes eis - das spiel zum song,2024-05-16,6564,3.99,23571.0,0.9798791592039828,100,indie,"lorke records, inh. anne baumann","baumann bergmann pokinsson,jan baumann",2961990
shell runner,2024-07-15,1956,14.99,23560.0,1.843664561462228,65,indie,indie.io,reija,2622280
memories off,2024-01-31,3003,9.99,23373.0,7.253682427332118,93,aa,"spike chunsoft co., ltd.",mages. inc.,675610
11f,2024-04-19,3998,8.99,23351.0,1.318908909352338,83,indie,pumpkim,pumpkim,1847120
closer the distance,2024-08-01,1414,19.99,23329.0,4.338909136652807,92,aa,skybound games,osmotic studios,1991300
messy up,2024-06-13,3563,7.99,23195.0,3.766875545151142,86,indie,"liquid meow,athenes game",liquid meow,2572560
memories off6 t-wave,2024-01-31,1976,14.99,23150.0,6.966698098251904,98,aa,"spike chunsoft co., ltd.",mages. inc.,2184580
trash of the titans,2024-05-29,3282,8.99,23097.0,6.117247158799763,98,indie,thayer and back again,thayer and back again,2450400
you are peter shorts,2024-05-10,1872,14.99,23078.0,4.081238052224595,90,indie,ondydev,ondydev,2352640
the corpsmen,2024-09-06,1558,19.99,23047.0,5.533476840841409,59,indie,multicell games,multicell games,1571960
tank operations: european campaign,2024-02-26,2520,19.99,23043.0,37.79769683862818,85,indie,2tainment gmbh,linked dimensions,844860
wife of my boss,2024-05-04,7011,4.99,22990.0,0.8192399888945472,67,indie,love seekers,love seekers,2143980
dragons legacy,2024-03-26,5086,4.99,22960.0,20.90752054042036,77,indie,beawesome games llc,beawesome games,2520410
sarah's adventure: time travel,2024-06-25,28251,0.0,22916.6017927192,59.72976019596694,87,indie,nuts power online entertainment limited,nuts power online entertainment limited,2994430
corponation: the sorting process,2024-02-22,2451,12.99,22893.0,5.269078475631346,84,indie,playtonic friends,canteen,2159960
fallen saint yhoundeh,2024-05-31,2395,12.99,22844.0,3.7476450541717714,70,indie,kagura games,moekoubou,2864860
neon tail,2024-02-16,2679,24.99,22808.0,4.141155275797389,90,indie,rocket juice games,"fei,leo,yang",1126270
far lands,2024-01-19,2677,24.99,22800.0,7.691365522489354,69,indie,scalpel softworks,scalpel softworks,1500940
welcome to paradise island,2024-08-30,2112,14.99,22790.0,2.7517675969656303,80,indie,kagura games,resta!,2790680
loopstructor,2024-08-07,5508,4.99,22701.0,6.452068776829051,87,indie,pone games,pone games,2726870
brocula,2024-05-09,1336,19.99,22581.0,2.113117699239853,51,indie,destroyer doggo,destroyer doggo,1364740
songs of death,2024-07-30,3966,6.99,22568.0,4.412881401957557,86,aa,lightning games,"dreamstep,wild kid games",2276420
buckshot with friends,2024-02-19,6685,3.99,22509.0,0.6779560081356253,52,indie,yythgim,yythgim,2808270
lilja and natsuka painting lies,2024-07-24,1085,22.99,22449.0,8.273406759307356,100,indie,"frontwing usa,bushiroad inc.",frontwing,2840900
ero trap dungeon roguelike,2024-07-10,1662,14.99,22422.0,8.865400663776798,81,indie,ketchup ajino mayonnaise,ketchup ajino mayonnaise,3016750
deck of souls,2024-06-20,2482,10.99,22371.0,4.267184962289173,92,indie,herocraft pc,bigboot studios,2088770
灵境·修仙界,2024-06-21,2241,9.99,22360.0,8.868584048963351,87,indie,深圳市灵境互娱科技有限公司,深圳市灵境互娱科技有限公司,2799930
stigma-aria,2024-09-06,1621,16.99,22306.0,1.6886304185764434,85,indie,072 project,イシコロドウ,2710010
graalonline era,2024-02-16,21644,0.0,22299.0,41.29361977737224,71,indie,toonslab,graalonline,2358050
haele 3d - hand poses lite - drawing references,2024-06-03,1659,17.99,22288.0,8.81586618253196,94,indie,haele 3d,ige olwen,2570230
earthroyale,2024-04-29,3874,7.99,22222.0,14.733386912432897,89,indie,lizzycat / lizabeth gidlund,lizzycat / lizabeth gidlund,2016220
dread weight,2024-07-29,2368,14.99,22137.0,3.2817103996906525,88,indie,deer dream studios,deer dream studios,2399060
secret archives,2024-02-27,1678,15.99,22129.0,6.1555814515617016,71,indie,juice game,juice game,2374660
thyria,2024-02-29,1629,15.99,22099.0,2.485580421606916,94,indie,grabthegames,twokats,1608590
z.o.n.a: origin,2024-08-26,1444,19.99,22080.0,2.8680074794101267,87,indie,agaming+,agaming+,2539520
atta -spot the oddities in the strange hotel-,2024-02-27,5245,4.99,22014.0,1.082875751602164,84,indie,idea fruition,idea fruition,2827450
鬼打墙（剧情版）,2024-01-05,3120,5.99,21939.0,2.69150452328492,76,indie,kx games,kx games,2642700
ワールド・ネバーランド２～プルト共和国物語～experience of fiction life,2024-05-15,1272,24.99,21939.0,11.069183354999083,61,indie,althi inc.,althi inc.,682550
setteeh,2024-08-02,3282,7.99,21898.0,1.3897732481642742,80,indie,monsterattack,monsterattack,1566450
kepler-2100,2024-03-30,14511,0.0,21880.59479904341,11.962925149409008,85,indie,ncard,ncard,2758490
puffin planes,2024-09-04,2371,11.99,21744.0,4.6004950243556255,97,indie,catinrain llc,catinrain llc,2897240
pomberito,2024-06-24,4850,5.99,21719.0,1.3284726049688569,96,indie,lara the pitbull,lara the pitbull,2761100
tales of morrow,2024-03-08,1945,14.99,21703.0,1.6933739092815248,53,indie,gamemechanic,gamemechanic,1783620
sassy girl,2024-01-19,2503,9.99,21685.0,6.087152285368983,89,indie,hematite,hematite,2471650
hot & lewd: miami,2024-06-15,3903,9.99,21653.0,1.837841333011866,90,indie,lust desires 🖤,lust desires 🖤,2998880
pape rangers,2024-08-09,6638,3.99,21651.0,7.845511818942673,79,indie,okjoy,pape game studio,2812820
xf extreme formula,2024-06-11,1297,19.99,21606.0,2.9671380126113203,91,indie,feperd games,feperd games,2539910
memories off yubikiri no kioku,2024-01-31,1854,14.99,21592.0,18.650094806529008,95,aa,"spike chunsoft co., ltd.",mages. inc.,2184590
school owner,2024-02-03,1716,19.99,21499.0,1.1578302864255443,25,indie,owner games,owner games,946670
secret toy,2024-06-21,4394,5.99,21479.0,1.102217235887383,80,indie,momentum games,momentum games,2961330
forgotten mines,2024-07-23,3480,7.99,21461.0,9.430847817976847,86,indie,ishtar games,cannibal goose,2238630
lords of exile,2024-02-14,1821,14.99,21402.0,3.511245575779184,82,indie,"pid games,pixelheart",squidbit works,1329360
real anime situation! 2,2024-06-24,1143,24.99,21364.0,3.731710094144288,93,indie,shiravune,jitaku studio,2361760
the renovator: origins,2024-07-13,2497,9.99,21283.0,2.9416790482101822,84,indie,peace_studio,peace_studio,1917550
necromantic,2024-05-22,3418,6.99,21260.0,3.281627291746506,70,indie,blinkmoon games,blinkmoon games,2615010
pathogen x,2024-07-21,2112,11.99,21168.0,1.3331959637848445,85,indie,bravecat'studios,bravecat'studios,2508980
scp: event classified,2024-04-26,2860,9.99,21162.0,2.122494912582087,51,indie,archotech,archotech,1955030
thunder helix,2024-03-21,1288,19.99,21156.0,1.9613457118119384,95,indie,david walters,david walters,1906230
cursed crew,2024-02-26,1175,20.0,21150.0,4.767937651494179,90,indie,cracklewock games,cracklewock games,1839760
cat bait,2024-08-27,5213,4.99,21106.0,2.071326611078255,98,indie,mayni prod.,mayni prod.,2929730
deathwish enforcers special edition,2024-02-14,1489,19.99,21086.0,1.8973010379519115,87,indie,monster bath games inc.,monster bath games inc.,2683030
the wandering corinne,2024-07-18,2891,8.99,21082.0,0.8045601102659825,54,indie,"mango party,mango party news",ankoku marimokan,2311840
dungeon looter,2024-05-13,3205,11.99,21067.0,6.277106142414517,78,indie,wappen games,wappen games,1228320
lucky mark,2024-04-19,2505,9.99,21066.0,9.75066144618542,58,indie,super alex,super alex,2450720
orc covenant: gay bara orc visual novel,2024-08-21,864,29.99,21022.0,3.866109872579943,75,indie,y press games,y press games,2243570
champion shift,2024-06-21,4526,6.99,20955.0,6.620098839383692,79,indie,srg studios,srg studios,2391900
megacopter: blades of the goddess,2024-06-21,1684,15.99,20946.0,3.6305644517099647,95,indie,pizza bear games,pizza bear games,1228360
dyschronia: chronos alternate - dual edition,2024-03-27,725,34.99,20922.0,6.30918045112899,92,indie,izanagigames,"izanagigames,mydearest inc.",2023920
claw machine sim,2024-03-28,3896,6.99,20723.0,2.884454204670071,94,indie,unechte sachen,unechte sachen,2456120
memories off #5 togireta film,2024-01-31,1778,14.99,20674.0,7.263979319440968,91,aa,"spike chunsoft co., ltd.",mages. inc.,2184570
superscout,2024-07-18,128010,17.99,1868809.0,5.23063358629639,94,indie,mountain&sea studio,mountain&sea studio,2862610
lightyear frontier,2024-03-19,93838,24.99,1847587.0,8.312387984973132,0,indie,"amplifier studios,frame break","frame break,amplifier studios",1677110
thriving city: song,2024-05-29,148108,18.99,1847579.0,15.121941903658618,83,indie,indieark,white star studio,1956800
living with sister: monochrome fantasy,2024-03-22,230496,12.99,1838206.0,10.709267200266146,97,indie,kagura games,inusuku,2429860
dune: imperium,2024-03-13,92464,22.99,1775842.0,22.899198444110745,97,indie,dire wolf,dire wolf,1689500
chinese online game,2024-07-18,208103,9.99,1772844.0,7.568376324435929,74,indie,wise games,648工作室,1416920
the thaumaturge,2024-03-04,71142,34.99,1756839.0,11.232274598965626,0,aa,11 bit studios,fool's theory,1684350
dungeonborne,2024-07-18,1121214,0.0,1753880.0,24.476678329900466,66,indie,mithril interactive,mithril interactive,2448970
feed the cups,2024-02-20,159951,15.99,1743322.0,36.464209005006985,89,indie,indieark,vambear games,2336220
astral party,2024-02-28,566827,0.0,1737265.0,17.734904098734024,51,indie,neverland entertainment,star engine project,2622000
lockdown protocol,2024-07-22,193552,9.99,1736582.0,9.475271119605496,0,indie,mirage creative lab,mirage creative lab,2780980
bmx streets,2024-04-04,48276,39.99,1733797.0,21.337095692495044,78,indie,mash games,mash games,871540
cataclismo,2024-07-22,76717,29.99,1717400.0,12.39071140707249,94,aa,hooded horse,digital sun,1422440
incursion red river,2024-04-10,115857,16.99,1668116.0,9.613570700274808,76,indie,games of tomorrow gmbh,games of tomorrow gmbh,2116120
the lord of the rings: return to moria™,2024-08-27,92326,24.99,1661037.0,10.060536961497332,0,indie,north beach games,free range games,2933130
nordic ashes: survivors of ragnarok,2024-04-26,353950,8.99,1644179.0,18.57573295137028,88,indie,noxfall studios,noxfall studios,2068280
out of the park baseball 25,2024-03-15,45474,49.99,1640362.0,85.41960491706307,86,indie,out of the park developments,out of the park developments,2384620
city bus manager,2024-06-25,65165,29.99,1624986.0,40.77171704318191,91,indie,aerosoft gmbh,pedepe gbr,1364210
tactical breach wizards,2024-08-22,96174,19.99,1596416.0,8.635183318565998,98,indie,suspicious developments,suspicious developments inc,1043810
rusty's retirement,2024-04-26,278210,6.99,1585093.0,36.76470154540171,97,indie,mister morris games,mister morris games,2666510
into the radius 2,2024-07-24,48362,39.99,1568855.0,5.694623316030681,76,indie,cm games,cm games,2307350
contractville,2024-05-31,89691,19.99,1568853.0,17.97238271388152,80,indie,fiftyeight studios,mym games studios,2698780
indika,2024-05-02,77092,24.99,1561494.0,2.923114750999736,90,aa,11 bit studios,odd meter,1373960
town of sins,2024-03-25,73052,0.0,1560133.0,17.596491244347778,57,indie,nutaku publishing,hooligapps,2449710
sand land,2024-04-25,31923,59.99,1554073.0,17.893528957999578,91,aa,bandai namco entertainment inc.,"ilca, inc.",1979440
avatar: frontiers of pandora™,2024-06-17,39220,69.99,1554033.0,20.076900060781632,64,aaa,ubisoft,massive entertainment – a ubisoft studio,2840770
ender magnolia: bloom in the mist,2024-03-25,92755,19.99,1547770.0,2.339783382795594,98,indie,binary haze interactive,"adglobe,live wire",2725260
